"D.sum"	"S.sum"	"Total"	"NrmD"	"NrmS"
"BRA.318"	20330	19821	40151	0.506338571891111	0.493661428108889
"BRA.31"	31342	27903	59245	0.529023546290826	0.470976453709174
"BRA.321"	30972	27724	58696	0.527667984189723	0.472332015810277
"BRA.323"	34137	29553	63690	0.535986811116345	0.464013188883655
"BRA.325"	31172	28217	59389	0.524878344474566	0.475121655525434
"BRA.326"	27321	25250	52571	0.519697171444332	0.480302828555668
"BRA.328"	30529	27693	58222	0.524355054790285	0.475644945209715
"BRA.329"	1946	31068	33014	0.0589446901314594	0.941055309868541
"BRA.32"	32243	28457	60700	0.531186161449753	0.468813838550247
"BRA.330"	1946	28686	30632	0.0635283363802559	0.936471663619744
"BRA.332"	21222	19619	40841	0.519624886755956	0.480375113244044
"BRA.334"	31549	1207	32756	0.963151788985224	0.0368482110147759
"BRA.335"	31968	28172	60140	0.531559694047223	0.468440305952777
"BRA.336"	31529	28235	59764	0.527558396359012	0.472441603640988
"BRA.337"	634	29569	30203	0.0209912922557362	0.979008707744264
"BRA.338"	32202	29235	61437	0.524146686849944	0.475853313150056
"BRA.339"	33911	29287	63198	0.536583436184689	0.463416563815311
"BRA.33"	33072	28996	62068	0.532834955210414	0.467165044789586
"BRA.340"	29275	26582	55857	0.524106199760102	0.475893800239898
"BRA.341"	33185	29042	62227	0.533289408134732	0.466710591865267
"BRA.342"	22677	21193	43870	0.51691360838842	0.48308639161158
"BRA.343"	30266	27229	57495	0.526410992260196	0.473589007739803
"BRA.344"	6923	6939	13862	0.499422882700909	0.500577117299091
"BRA.345"	31697	29162	60859	0.520826829228216	0.479173170771784
"BRA.346"	34271	29037	63308	0.541337587666646	0.458662412333354
"BRA.347"	25699	24329	50028	0.513692332293915	0.486307667706085
"BRA.349"	32575	28865	61440	0.530192057291667	0.469807942708333
"BRA.350"	33692	30131	63823	0.527897466430597	0.472102533569403
"BRA.351"	31415	28090	59505	0.52793882866986	0.47206117133014
"BRA.352"	30623	28042	58665	0.521997784027955	0.478002215972045
"BRA.353"	32075	29000	61075	0.525173966434711	0.474826033565289
"BRA.354"	7503	29285	36788	0.203952375774709	0.796047624225291
"BRA.356"	30275	27485	57760	0.524151662049862	0.475848337950138
"BRA.357"	37257	32210	69467	0.536326601119956	0.463673398880044
"BRA.358"	25499	23827	49326	0.516948465312411	0.483051534687589
"BRA.359"	25558	23707	49265	0.518786156500558	0.481213843499442
"BRA.360"	805	28005	28810	0.0279416869142659	0.972058313085734
"BRA.361"	34047	29625	63672	0.534724839803995	0.465275160196005
"BRA.362"	6621	6688	13309	0.497482906304005	0.502517093695995
"BRA.363"	33303	29102	62405	0.533659161926128	0.466340838073872
"BRA.364"	4435	5610	10045	0.44151319064211	0.55848680935789
"BRA.366"	24526	23467	47993	0.511032858958598	0.488967141041402
"BRA.367"	28777	26779	55556	0.517981856145151	0.482018143854849
"BRA.368"	31262	28408	59670	0.523914865091336	0.476085134908664
"BRA.369"	15254	29473	44727	0.341046795000782	0.658953204999218
"BRA.36"	30885	27812	58697	0.526176806310374	0.473823193689626
"BRA.370"	32222	28963	61185	0.526632344528888	0.473367655471112
"BRA.371"	562	28937	29499	0.0190514932709583	0.980948506729042
"BRA.372"	1304	27861	29165	0.0447111263500771	0.955288873649923
"BRA.374"	34292	29574	63866	0.536936711239157	0.463063288760843
"BRA.375"	38280	24713	62993	0.607686568348864	0.392313431651136
"BRA.376"	29764	27880	57644	0.516341683436264	0.483658316563736
"BRA.377.142"	37105	31344	68449	0.542082426332014	0.457917573667986
"BRA.377"	24727	23228	47955	0.515629235741841	0.484370764258159
"BRA.378"	33564	30282	63846	0.525702471572221	0.474297528427779
"BRA.37"	36781	30857	67638	0.543791951269996	0.456208048730004
"BRA.380"	31360	27763	59123	0.530419633645113	0.469580366354887
"BRA.381"	369	29301	29670	0.0124368048533873	0.987563195146613
"BRA.382"	32641	28704	61345	0.532089004808868	0.467910995191132
"BRA.383"	26582	25320	51902	0.51215752764826	0.48784247235174
"BRA.385"	1831	29834	31665	0.0578240960050529	0.942175903994947
"BRA.386"	30695	28540	59235	0.518190259137334	0.481809740862666
"BRA.387"	21156	29275	50431	0.419503876583847	0.580496123416153
"BRA.388"	27730	25647	53377	0.519512149427656	0.480487850572344
"BRA.389"	30669	28091	58760	0.521936691626957	0.478063308373043
"BRA.38"	34219	29950	64169	0.533263725474918	0.466736274525082
"BRA.390"	27828	24937	52765	0.527395053539278	0.472604946460722
"BRA.392"	34672	28963	63635	0.54485738980121	0.45514261019879
"BRA.393"	28102	26702	54804	0.512772790307277	0.487227209692723
"BRA.394"	5687	30011	35698	0.159308644742002	0.840691355257998
"BRA.395"	32130	28511	60641	0.529839547500866	0.470160452499134
"BRA.396"	30167	27900	58067	0.519520553842974	0.480479446157025
"BRA.397"	30947	28117	59064	0.523957063524313	0.476042936475687
"BRA.398"	30993	26646	57639	0.537708842970905	0.462291157029095
"BRA.399"	32462	29463	61925	0.524214775938635	0.475785224061365
"BRA.39"	38528	32881	71409	0.539539833914493	0.460460166085507
"BRA.3"	1365	27744	29109	0.0468927135937339	0.953107286406266
"BRA.400"	32440	28621	61061	0.531272006681843	0.468727993318157
"BRA.401"	32764	29091	61855	0.529690404979387	0.470309595020613
"BRA.402"	36044	30924	66968	0.538227212997252	0.461772787002748
"BRA.403"	2396	28958	31354	0.0764176819544556	0.923582318045544
"BRA.404"	3687	28664	32351	0.113968656301196	0.886031343698804
"BRA.405"	26566	24078	50644	0.524563620567096	0.475436379432904
"BRA.406"	30844	28396	59240	0.520661715057394	0.479338284942606
"BRA.407"	30735	27430	58165	0.528410556176395	0.471589443823605
"BRA.409"	31013	28534	59547	0.520815490284985	0.479184509715015
"BRA.410"	34511	30131	64642	0.533878902261687	0.466121097738313
"BRA.411"	34031	29620	63651	0.534649887668693	0.465350112331307
"BRA.412"	29240	26950	56190	0.520377291332977	0.479622708667023
"BRA.413"	31223	28170	59393	0.525701682016399	0.474298317983601
"BRA.414"	30469	28227	58696	0.519098405342783	0.480901594657217
"BRA.415"	32800	31703	64503	0.508503480458273	0.491496519541727
"BRA.416"	31198	29046	60244	0.517860699820729	0.482139300179271
"BRA.417"	29733	26844	56577	0.525531576435654	0.474468423564346
"BRA.418"	31269	26553	57822	0.54078032582754	0.45921967417246
"BRA.419"	35941	1527	37468	0.959245222589943	0.0407547774100566
"BRA.41"	34090	29498	63588	0.536107441655658	0.463892558344342
"BRA.420"	36443	31461	67904	0.536684142318567	0.463315857681433
"BRA.421"	32625	28833	61458	0.530850336815386	0.469149663184614
"BRA.422"	31593	1893	33486	0.943468912381294	0.0565310876187063
"BRA.423"	32370	28820	61190	0.529008007844419	0.470991992155581
"BRA.43"	35323	30369	65692	0.537706265603118	0.462293734396882
"BRA.44"	32653	28919	61572	0.530322224387709	0.469677775612291
"BRA.47"	33951	30324	64275	0.528214702450408	0.471785297549592
"BRA.4"	32470	28875	61345	0.529301491564105	0.470698508435895
"BRA.54"	3320	28690	32010	0.103717588253671	0.896282411746329
"BRA.55"	31496	28926	60422	0.521267088146702	0.478732911853298
"BRA.56"	10769	10204	20973	0.513469699136986	0.486530300863014
"BRA.57"	30461	27221	57682	0.528085017856524	0.471914982143476
"BRA.58"	30495	27562	58057	0.525259658611365	0.474740341388635
"BRA.59"	31186	28069	59255	0.526301577925913	0.473698422074087
"BRA.5"	32817	28913	61730	0.531621577838976	0.468378422161024
"BRA.60"	32111	27828	59939	0.535727990123292	0.464272009876708
"BRA.61"	38259	31903	70162	0.545295174025826	0.454704825974174
"BRA.62"	30875	27416	58291	0.529670103446501	0.470329896553499
"BRA.63"	32350	28861	61211	0.528499779451406	0.471500220548594
"BRA.65"	38057	31288	69345	0.548806691181772	0.451193308818228
"BRA.66"	29493	27268	56761	0.519599725163404	0.480400274836596
"BRA.67"	10133	24827	34960	0.289845537757437	0.710154462242563
"BRA.68"	29906	27476	57382	0.521173887281726	0.478826112718274
"BRA.69"	11275	6249	17524	0.643403332572472	0.356596667427528
"BRA.70"	33550	20201	53751	0.624174433964019	0.375825566035981
"BRA.71"	30754	27664	58418	0.526447327878394	0.473552672121606
"BRA.72"	35473	14073	49546	0.715960925200823	0.284039074799177
"BRA.74"	34647	29201	63848	0.542648164390427	0.457351835609573
"BRA.75"	30264	27723	57987	0.521910083294531	0.478089916705468
"BRA.76"	32761	28473	61234	0.535013227945259	0.464986772054741
"BRA.77"	13307	10810	24117	0.55176846208069	0.44823153791931
"BRA.78"	28962	26714	55676	0.520188231913212	0.479811768086788
"BRA.79"	31304	27439	58743	0.53289753672778	0.46710246327222
"BRA.80"	3284	24178	27462	0.119583424368218	0.880416575631782
"BRA.81"	32913	3787	36700	0.896811989100817	0.103188010899183
"BRA.82"	4138	8767	12905	0.320650910499806	0.679349089500194
"BRA.83"	27741	25712	53453	0.518979290217574	0.481020709782426
"BRA.84"	31243	27322	58565	0.533475625373517	0.466524374626483
"BRA.85"	610	24474	25084	0.0243182905437729	0.975681709456227
"BRA.86"	17345	16365	33710	0.514535746069416	0.485464253930584
"BRA.87"	35163	30092	65255	0.538855260133323	0.461144739866677
"BRA.88"	35541	5485	41026	0.86630429483742	0.13369570516258
"BRA.90"	2311	8713	11024	0.209633526850508	0.790366473149492
"BRA.91"	29419	27027	56446	0.521188392445877	0.478811607554122
"BRA.92"	16410	23180	39590	0.414498610760293	0.585501389239707
"BRA.93"	32037	28631	60668	0.528070811630514	0.471929188369486
"BRA.94"	31944	29358	61302	0.521092297151806	0.478907702848194
"BRA.95"	32078	28239	60317	0.531823532337484	0.468176467662516
"BRA.96"	32377	28455	60832	0.532236322987901	0.467763677012099
"BRA.97"	30492	27684	58176	0.524133663366337	0.475866336633663
"BRA.98"	29291	26206	55497	0.527794295187127	0.472205704812873
"BRA.99"	31957	28370	60327	0.529729640127969	0.470270359872031
"BRA.9"	29387	26183	55570	0.528828504588807	0.471171495411193
"BRA.BRA"	25549	23818	49367	0.517531954544534	0.482468045455466
"BRO1.1"	30016	34849	64865	0.46274570261312	0.53725429738688
"BRO2.7"	39412	34630	74042	0.532292482644985	0.467707517355015
"BRO4.1"	40540	33545	74085	0.547209286630222	0.452790713369778
"BRT.1"	26678	23794	50472	0.528570296401965	0.471429703598035
"BRT.2"	28331	26571	54902	0.5160285599796	0.4839714400204
"BRT.3"	6463	5880	12343	0.523616624807583	0.476383375192417
"BRT.4"	25036	23633	48669	0.514413692494195	0.485586307505805
"BRT.5"	21240	19484	40724	0.521559768195659	0.478440231804341
"BRT.6"	26052	24461	50513	0.515748421198503	0.484251578801497
"BRT.7"	27500	25730	53230	0.516625962802931	0.483374037197069
"BRT.8"	30609	28821	59430	0.515042907622413	0.484957092377587
"BUR.1"	39090	32435	71525	0.5465221950367	0.4534778049633
"BUR.7"	22243	35662	57905	0.384129177100423	0.615870822899577
"BYO1.1"	20743	18739	39482	0.525378653563649	0.474621346436351
"BYO1.2"	28324	26646	54970	0.515262870656722	0.484737129343278
"BYO1.3"	29229	27295	56524	0.517107777227372	0.482892222772628
"BYO1.4"	28142	26801	54943	0.51220355641301	0.48779644358699
"BYO1.5"	38864	31542	70406	0.551998409226486	0.448001590773514
"BYO1.6"	29919	28113	58032	0.515560380479735	0.484439619520265
"BYO1.7"	31463	29372	60835	0.517185830525191	0.482814169474809
"BYO1.8"	30755	28933	59688	0.515262699370058	0.484737300629942
"BYO2.1"	25761	22995	48756	0.52836573960128	0.47163426039872
"BYO2.2"	30241	27804	58045	0.520992333534327	0.479007666465673
"BYO2.3"	28110	25686	53796	0.522529556100825	0.477470443899175
"BYO2.4"	31283	28381	59664	0.524319522660231	0.475680477339769
"BYO2.5"	26996	25330	52326	0.51591942820013	0.48408057179987
"BYO2.6.2"	37461	30915	68376	0.547867672867673	0.452132327132327
"BYO2.6"	36323	30712	67035	0.541851271723726	0.458148728276274
"BYO2.7"	28755	25710	54465	0.527953731754338	0.472046268245662
"BYO2.8"	29170	25596	54766	0.532629733776431	0.467370266223569
"BYO3.1"	34334	29192	63526	0.540471617920222	0.459528382079778
"BYO3.4"	31225	27629	58854	0.530550175009345	0.469449824990655
"BYO3.5"	31025	27670	58695	0.528579947184598	0.471420052815402
"BYO3.6"	23110	20126	43236	0.534508280136923	0.465491719863077
"BYO3.8"	7004	4158	11162	0.627486113599713	0.372513886400287
"Ba6.4"	34628	1708	36336	0.952994275649494	0.0470057243505064
"Ba6.6"	33656	1274	34930	0.963527054108216	0.0364729458917836
"Bai.1"	9759	7866	17625	0.553702127659574	0.446297872340426
"Bai.2.2"	9191	8354	17545	0.523852949558279	0.476147050441721
"Bai.2"	7550	6978	14528	0.519686123348018	0.480313876651982
"Bai.3"	24353	20050	44403	0.548453933292796	0.451546066707204
"Bai.4"	8482	8055	16537	0.512910443248473	0.487089556751527
"Bai.5"	26047	21714	47761	0.545361278030192	0.454638721969808
"Bai.6"	20812	17793	38605	0.539101152700427	0.460898847299573
"Bai.7"	26890	22496	49386	0.544486291661604	0.455513708338395
"Bai.8"	27747	23340	51087	0.543132303717188	0.456867696282812
"Bal.P1"	31960	28224	60184	0.531038149674332	0.468961850325668
"Bal.P2"	33957	29916	63873	0.53163308440186	0.46836691559814
"Bal.P7"	33183	6697	39880	0.832071213640923	0.167928786359077
"Ban1.2"	35703	866	36569	0.976318739916323	0.0236812600836774
"Ban1"	36560	609	37169	0.983615378406737	0.0163846215932632
"Ban2.2"	34095	5046	39141	0.871081474668506	0.128918525331494
"Ban2"	34179	409	34588	0.98817508962646	0.01182491037354
"Ban3.2"	33973	2091	36064	0.942019742679681	0.0579802573203194
"Ban3"	34988	1267	36255	0.965053096124672	0.0349469038753275
"Ban4.2"	35828	3763	39591	0.904953145917001	0.0950468540829987
"Ban4"	36128	359	36487	0.990160879217255	0.00983912078274454
"Bar2"	33190	29560	62750	0.528924302788845	0.471075697211155
"Bar3"	33862	30361	64223	0.52725659031811	0.47274340968189
"Bar5"	33701	30249	63950	0.526989835809226	0.473010164190774
"Bar6"	31081	27613	58694	0.529543053804477	0.470456946195523
"Bar9"	36210	548	36758	0.985091680722564	0.0149083192774362
"Bd1.1.6"	25635	24325	49960	0.513110488390713	0.486889511609287
"Bd11.1"	36253	29760	66013	0.549179707027404	0.450820292972596
"Bd13.1"	43706	1305	45011	0.971007087156473	0.0289929128435271
"Bd14.1"	35293	29632	64925	0.543596457450905	0.456403542549095
"Bd15.1"	34110	31349	65459	0.521089536962068	0.478910463037932
"Bd16.1"	36336	30185	66521	0.546233520241728	0.453766479758272
"Bd17.1"	35257	28384	63641	0.553998208701937	0.446001791298063
"Bd18.1"	36539	31387	67926	0.537923622765951	0.462076377234049
"Bd20.1"	36296	31443	67739	0.535821314161709	0.464178685838291
"Bd21.3"	35578	31272	66850	0.532206432311144	0.467793567688856
"Bd21.1.2"	30168	310	30478	0.98982872891922	0.0101712710807796
"Bd21.1"	30168	310	30478	0.98982872891922	0.0101712710807796
"Bd21.2"	28060	26408	54468	0.515164867445105	0.484835132554895
"Bd21"	12720	1011	13731	0.926370985361591	0.0736290146384094
"Bd25.1"	25994	1955	27949	0.930051164621274	0.0699488353787255
"Bd3.1"	20847	1903	22750	0.916351648351648	0.0836483516483516
"Bd4.1"	40850	33037	73887	0.55287127640857	0.44712872359143
"Bd5.1"	35967	30954	66921	0.537454610660331	0.462545389339669
"Bd8.1"	19991	179	20170	0.991125433812593	0.00887456618740704
"Bd9.1"	40491	793	41284	0.980791589962213	0.019208410037787
"BdTR.12c.9"	26371	23425	49796	0.529580689211985	0.470419310788015
"BdTR.8c"	22622	15662	38284	0.590899592519068	0.409100407480932
"BdTR10a"	32731	906	33637	0.973065374438862	0.026934625561138
"BdTR10b"	33246	6652	39898	0.833274850869718	0.166725149130282
"BdTR10c"	33836	1149	34985	0.967157353151351	0.0328426468486494
"BdTR10d"	32415	736	33151	0.977798558112877	0.0222014418871226
"BdTR10e"	32710	331	33041	0.989982143397597	0.0100178566024031
"BdTR10f"	31554	1002	32556	0.969222263177295	0.0307777368227055
"BdTR10g"	34755	4701	39456	0.880854622871046	0.119145377128954
"BdTR10h"	33697	912	34609	0.973648472940565	0.0263515270594354
"BdTR10i"	32361	805	33166	0.975728155339806	0.0242718446601942
"BdTR10j"	35364	2617	37981	0.931097127511124	0.068902872488876
"BdTR10k"	36310	2124	38434	0.9447364312848	0.0552635687152001
"BdTR10m"	32181	396	32577	0.98784418454738	0.0121558154526199
"BdTR10n"	19358	203	19561	0.989622207453607	0.0103777925463933
"BdTR10o"	34872	1238	36110	0.965715868180559	0.0342841318194406
"BdTR11a"	35001	8548	43549	0.803715355117224	0.196284644882776
"BdTR11b"	19940	3672	23612	0.844485854650178	0.155514145349822
"BdTR11c"	32238	350	32588	0.989259850251626	0.0107401497483736
"BdTR11d"	34133	406	34539	0.988245172124265	0.0117548278757347
"BdTR11e"	39873	1811	41684	0.956554073505422	0.0434459264945783
"BdTR11f"	36783	761	37544	0.979730449605796	0.0202695503942041
"BdTR11g"	33769	3910	37679	0.896228668489079	0.103771331510921
"BdTR11h"	31358	530	31888	0.983379327646764	0.0166206723532363
"BdTR11i"	33611	1206	34817	0.9653617485711	0.0346382514288997
"BdTR12a"	34341	830	35171	0.976401012197549	0.0235989878024509
"BdTR12b"	33749	406	34155	0.988113014199971	0.0118869858000293
"BdTR12c"	34172	385	34557	0.988858986601846	0.0111410133981538
"BdTR13a"	32294	494	32788	0.984933512260583	0.0150664877394169
"BdTR13b"	33209	692	33901	0.979587622783989	0.0204123772160113
"BdTR13c"	33804	392	34196	0.988536670955667	0.0114633290443327
"BdTR13d"	18928	2195	21123	0.896084836434219	0.103915163565781
"BdTR13e"	35792	529	36321	0.985435423033507	0.0145645769664932
"BdTR13f"	35302	447	35749	0.987496153738566	0.0125038462614339
"BdTR13g"	32834	552	33386	0.983466123524831	0.0165338764751692
"BdTR13h"	35698	485	36183	0.9865959152088	0.0134040847912003
"BdTR13i"	33908	6723	40631	0.834535207107873	0.165464792892127
"BdTR13j"	33390	336	33726	0.990037359900374	0.0099626400996264
"BdTR13k.2"	33706	424	34130	0.987576911807794	0.0124230881922063
"BdTR13k"	30308	27387	57695	0.52531415200624	0.47468584799376
"BdTR13m"	38896	2024	40920	0.950537634408602	0.0494623655913978
"BdTR13n"	35016	537	35553	0.984895789384862	0.015104210615138
"BdTR13o.2"	32633	355	32988	0.989238510973687	0.0107614890263126
"BdTR1a"	35122	327	35449	0.990775480267426	0.00922451973257356
"BdTR1b"	34236	262	34498	0.99240535683228	0.00759464316771987
"BdTR1c"	39426	485	39911	0.987847961714815	0.0121520382851845
"BdTR1d"	38404	418	38822	0.98923290917521	0.0107670908247901
"BdTR1e"	38207	499	38706	0.987107941921149	0.0128920580788508
"BdTR1f"	33828	273	34101	0.991994369666579	0.00800563033342131
"BdTR1g.2"	37146	398	37544	0.989399105050075	0.0106008949499254
"BdTR1g"	31151	27504	58655	0.531088568749467	0.468911431250533
"BdTR1h"	36487	332	36819	0.990982916429018	0.00901708357098237
"BdTR1i"	34761	292	35053	0.991669757224774	0.00833024277522609
"BdTR1j"	35142	278	35420	0.992151326933936	0.00784867306606437
"BdTR1k"	32554	223	32777	0.993196448729292	0.00680355127070812
"BdTR1m"	36547	313	36860	0.99150841020076	0.00849158979924037
"BdTR1n"	34536	289	34825	0.991701363962671	0.0082986360373295
"BdTR2a"	21012	153	21165	0.992771084337349	0.0072289156626506
"BdTR2b"	36900	350	37250	0.990604026845638	0.00939597315436242
"BdTR2c"	36948	336	37284	0.990988091406501	0.00901190859349855
"BdTR2d"	34646	321	34967	0.990819915920725	0.00918008407927474
"BdTR2e"	38484	339	38823	0.99126806274631	0.00873193725368982
"BdTR2f"	35039	399	35438	0.9887408995993	0.0112591004006998
"BdTR2g"	36100	426	36526	0.988337074960302	0.0116629250396977
"BdTR2h"	36032	343	36375	0.990570446735395	0.00942955326460481
"BdTR2i"	41318	469	41787	0.988776413717185	0.0112235862828152
"BdTR2j"	35808	337	36145	0.990676442108175	0.00932355789182459
"BdTR2k"	34984	322	35306	0.990879737155158	0.00912026284484224
"BdTR2m"	34711	277	34988	0.992082999885675	0.00791700011432491
"BdTR2n"	34304	279	34583	0.991932452360987	0.00806754763901339
"BdTR2o"	38206	334	38540	0.99133367929424	0.00866632070576025
"BdTR2p"	33631	294	33925	0.991333824613117	0.00866617538688283
"BdTR2r"	33272	293	33565	0.991270668851482	0.0087293311485178
"BdTR2s"	35211	256	35467	0.99278202272535	0.00721797727464967
"BdTR3a"	34591	308	34899	0.991174532221554	0.00882546777844637
"BdTR3b"	35585	324	35909	0.990977192347322	0.0090228076526776
"BdTR3c"	33935	299	34234	0.991265992872583	0.00873400712741719
"BdTR3d"	34527	275	34802	0.992098155278432	0.00790184472156773
"BdTR3e"	34177	372	34549	0.989232684014009	0.0107673159859909
"BdTR3f"	35628	360	35988	0.989996665555185	0.0100033344448149
"BdTR3g"	35917	343	36260	0.990540540540541	0.00945945945945946
"BdTR3h"	34050	311	34361	0.990949041063997	0.00905095893600303
"BdTR3i"	37327	362	37689	0.990395075486216	0.00960492451378386
"BdTR3j"	37901	419	38320	0.989065762004175	0.0109342379958246
"BdTR3k"	34118	319	34437	0.990736707611	0.0092632923890002
"BdTR3m"	33118	440	33558	0.986888372370225	0.0131116276297753
"BdTR3n"	34775	9862	44637	0.779062212962341	0.220937787037659
"BdTR3o"	38993	502	39495	0.987289530320294	0.0127104696797063
"BdTR3p"	35395	402	35797	0.988770008659944	0.0112299913400564
"BdTR3r"	35340	400	35740	0.988808058198097	0.0111919418019026
"BdTR3s"	35883	377	36260	0.989602868174297	0.0103971318257033
"BdTR3t"	34992	364	35356	0.98970471772825	0.0102952822717502
"BdTR5a"	35943	351	36294	0.990328979996694	0.00967102000330633
"BdTR5b"	34927	319	35246	0.990949327583272	0.00905067241672814
"BdTR5c"	35862	370	36232	0.989788032678295	0.0102119673217046
"BdTR5d"	40000	478	40478	0.988191116161866	0.0118088838381343
"BdTR5e"	35713	349	36062	0.990322222838445	0.0096777771615551
"BdTR5f"	34926	334	35260	0.990527509926262	0.00947249007373795
"BdTR5g"	36099	408	36507	0.98882406113896	0.0111759388610403
"BdTR5i"	36065	349	36414	0.990415774152798	0.00958422584720163
"BdTR5j"	35358	10841	46199	0.765341241152406	0.234658758847594
"BdTR5k"	34843	9456	44299	0.786541456917763	0.213458543082237
"BdTR5m"	36438	8453	44891	0.811699449778352	0.188300550221648
"BdTR5n"	35389	10429	45818	0.772382033262037	0.227617966737963
"BdTR5o"	32454	10475	42929	0.755992452654383	0.244007547345617
"BdTR7a"	33489	9740	43229	0.774688287954845	0.225311712045155
"BdTR7b"	34197	16660	50857	0.672414810153961	0.327585189846039
"BdTR8a"	32304	8076	40380	0.8	0.2
"BdTR8c.2"	31001	320	31321	0.989783212541107	0.0102167874588934
"BdTR8f"	29034	782	29816	0.973772471156426	0.0262275288435739
"BdTR8i"	35305	1216	36521	0.966704088058925	0.033295911941075
"BdTR8m"	23522	2067	25589	0.919223103677361	0.0807768963226386
"BdTR8n"	33344	1862	35206	0.947111287848662	0.0528887121513378
"BdTR9a"	34378	3668	38046	0.903590390579824	0.0964096094201756
"BdTR9b"	34063	556	34619	0.983939455212456	0.0160605447875444
"BdTR9c"	23287	5473	28760	0.809700973574409	0.190299026425591
"BdTR9e"	20644	6527	27171	0.759780648485518	0.240219351514482
"BdTR9f"	19345	649	19994	0.967540262078624	0.0324597379213764
"BdTR9g"	34861	4997	39858	0.874629936273772	0.125370063726228
"BdTR9h"	19840	5295	25135	0.789337577083748	0.210662422916252
"BdTR9i"	21906	7248	29154	0.75138917472731	0.24861082527269
"BdTR9j"	33975	3650	37625	0.902990033222591	0.0970099667774086
"BdTR9k"	35263	7274	42537	0.828995932952488	0.171004067047512
"BdTR9m"	35574	736	36310	0.979730101900303	0.0202698980996971
"Bdis03.10"	31346	427	31773	0.986560916501432	0.013439083498568
"Bdis03.11.1"	30176	701	30877	0.977297017197267	0.0227029828027334
"Bdis03.11"	35051	1234	36285	0.965991456524735	0.0340085434752653
"Bdis03.13.1"	32285	483	32768	0.985260009765625	0.014739990234375
"Bdis03.13"	36471	639	37110	0.982780921584479	0.0172190784155214
"Bdis03.14.1"	29074	334	29408	0.98864254624592	0.0113574537540805
"Bdis03.14"	34738	801	35539	0.977461380455275	0.0225386195447255
"Bdis03.15.1"	32383	380	32763	0.988401550529561	0.0115984494704392
"Bdis03.15"	36381	441	36822	0.988023464233339	0.0119765357666612
"Bdis03.16"	10899	85	10984	0.992261471230881	0.00773852876911872
"Bdis03.19.1"	12345	121	12466	0.99029359858816	0.00970640141184021
"Bdis03.19"	11718	458	12176	0.962385019710907	0.0376149802890933
"Bdis03.1"	30378	408	30786	0.986747222763594	0.0132527772364062
"Bdis03.2"	30647	434	31081	0.98603648531257	0.0139635146874296
"Bdis03.3"	31350	437	31787	0.986252241482367	0.013747758517633
"Bdis03.4"	25860	275	26135	0.98947771188062	0.0105222881193801
"Bdis03.5"	31740	458	32198	0.985775514007081	0.0142244859929188
"Bdis03.6"	36240	647	36887	0.98245994523816	0.0175400547618402
"Bdis03.7"	32832	455	33287	0.986331000090125	0.0136689999098747
"Bdis03.8"	37841	670	38511	0.982602373347875	0.0173976266521254
"Bdis03.9"	39384	680	40064	0.983027156549521	0.0169728434504792
"Bdis05.10"	34175	355	34530	0.98971908485375	0.0102809151462496
"Bdis05.12.1"	30506	299	30805	0.990293783476708	0.00970621652329167
"Bdis05.12"	33075	388	33463	0.988405104144876	0.0115948958551236
"Bdis05.13.1"	27026	221	27247	0.991889015304437	0.00811098469556281
"Bdis05.13"	29694	213	29907	0.992877921556826	0.00712207844317384
"Bdis05.14.1"	32229	463	32692	0.985837513764835	0.0141624862351646
"Bdis05.14"	35241	616	35857	0.982820648687843	0.0171793513121566
"Bdis05.15.1"	28774	26018	54792	0.525149656884217	0.474850343115783
"Bdis05.15"	34896	30573	65469	0.533015625715988	0.466984374284012
"Bdis05.16.1"	33817	334	34151	0.990219905712863	0.00978009428713654
"Bdis05.16"	36838	414	37252	0.988886502738108	0.011113497261892
"Bdis05.17.1"	31606	241	31847	0.992432568216786	0.00756743178321349
"Bdis05.17"	36750	375	37125	0.98989898989899	0.0101010101010101
"Bdis05.18.1"	33416	310	33726	0.990808278479511	0.00919172152048864
"Bdis05.18"	36454	342	36796	0.990705511468638	0.00929448853136211
"Bdis05.19.1"	10756	87	10843	0.991976390297888	0.00802360970211196
"Bdis05.1"	21854	184	22038	0.991650785007714	0.00834921499228605
"Bdis05.2"	31329	405	31734	0.987237663074305	0.0127623369256948
"Bdis05.3"	32958	479	33437	0.985674552142836	0.0143254478571642
"Bdis05.4"	17217	140	17357	0.99193408999251	0.00806591000748977
"Bdis05.5"	31918	513	32431	0.984181801362894	0.0158181986371065
"Bdis05.6"	32652	498	33150	0.984977375565611	0.0150226244343891
"Bdis05.7"	35782	469	36251	0.987062425864114	0.0129375741358859
"Bdis05.8"	35936	1012	36948	0.972610154812169	0.0273898451878315
"Bdis05.9"	32656	377	33033	0.988587170405352	0.0114128295946478
"Bdis22.10"	33854	411	34265	0.988005253173793	0.0119947468262075
"Bdis22.11.1"	32892	355	33247	0.989322344873222	0.0106776551267784
"Bdis22.11"	36210	418	36628	0.988587965490881	0.0114120345091187
"Bdis22.14.1"	34135	426	34561	0.987673967767136	0.0123260322328636
"Bdis22.14"	35381	432	35813	0.987937341188954	0.0120626588110463
"Bdis22.15.1"	31090	371	31461	0.988207622135342	0.0117923778646578
"Bdis22.16.1"	33962	313	34275	0.990867979576951	0.00913202042304887
"Bdis22.16"	38370	346	38716	0.991063126356029	0.00893687364397149
"Bdis22.17.1"	11328	172	11500	0.98504347826087	0.0149565217391304
