"D.sum"	"S.sum"	"Total"	"NrmD"	"NrmS"
"Bdis22.17"	14877	139	15016	0.990743207245605	0.00925679275439531
"Bdis22.18.1"	16103	2285	18388	0.875734174461605	0.124265825538395
"Bdis22.19.1"	33411	309	33720	0.990836298932384	0.00916370106761566
"Bdis22.19"	36578	338	36916	0.990844078448369	0.00915592155163073
"Bdis22.1"	35490	558	36048	0.984520639147803	0.0154793608521971
"Bdis22.2"	34627	411	35038	0.988269878417718	0.0117301215822821
"Bdis22.3"	34959	407	35366	0.988491771758186	0.0115082282418142
"Bdis22.4"	32927	277	33204	0.991657631610649	0.00834236838935068
"Bdis22.5"	34049	454	34503	0.986841723908066	0.013158276091934
"Bdis22.6"	34204	399	34603	0.98846920787215	0.0115307921278502
"Bdis22.7"	33443	426	33869	0.987422126428297	0.0125778735717027
"Bdis22.8"	20582	242	20824	0.988378793699577	0.0116212063004226
"Bdis22.9"	32788	402	33190	0.987887918047605	0.0121120819523953
"Bdis23.10"	34245	435	34680	0.987456747404844	0.0125432525951557
"Bdis23.11"	11696	120	11816	0.989844278943805	0.010155721056195
"Bdis23.12.1"	34034	340	34374	0.990108803165183	0.00989119683481701
"Bdis23.12"	37590	353	37943	0.990696571172548	0.0093034288274517
"Bdis23.13.1"	30700	246	30946	0.992050668907129	0.00794933109287145
"Bdis23.13"	31249	239	31488	0.992409806910569	0.00759019308943089
"Bdis23.14.1"	30722	282	31004	0.990904399432331	0.00909560056766869
"Bdis23.14"	33680	327	34007	0.990384332637398	0.00961566736260182
"Bdis23.15.1"	33880	450	34330	0.986891931255462	0.0131080687445383
"Bdis23.15"	37699	378	38077	0.990072747327783	0.00992725267221682
"Bdis23.16.1"	28369	309	28678	0.989225190041147	0.0107748099588535
"Bdis23.16"	29359	231	29590	0.992193308550186	0.00780669144981413
"Bdis23.17.1"	34350	1122	35472	0.968369418132612	0.0316305818673884
"Bdis23.17"	37014	291	37305	0.992199437072778	0.00780056292722155
"Bdis23.1"	33912	413	34325	0.987967953386744	0.0120320466132556
"Bdis23.2"	35878	446	36324	0.987721616562053	0.0122783834379474
"Bdis23.3"	35410	424	35834	0.988167661996986	0.0118323380030139
"Bdis23.4"	33763	470	34233	0.986270557649052	0.0137294423509479
"Bdis23.5"	34955	389	35344	0.988993888637392	0.0110061113626075
"Bdis23.6"	36524	384	36908	0.989595751598569	0.0104042484014306
"Bdis23.7"	36745	546	37291	0.985358397468558	0.0146416025314419
"Bdis23.8"	33199	328	33527	0.990216840158678	0.00978315984132192
"Bdis23.9"	34166	353	34519	0.989773747791072	0.0102262522089284
"Bdis25.10"	34418	431	34849	0.987632356739074	0.0123676432609257
"Bdis25.13.1"	34685	335	35020	0.990434037692747	0.009565962307253
"Bdis25.13"	37807	347	38154	0.990905278607748	0.00909472139225245
"Bdis25.1"	33046	389	33435	0.988365485269927	0.0116345147300733
"Bdis25.2"	32347	428	32775	0.986941266209001	0.0130587337909992
"Bdis25.3"	33727	385	34112	0.988713649155722	0.0112863508442777
"Bdis25.4"	34603	381	34984	0.989109307111823	0.0108906928881775
"Bdis25.5"	34613	407	35020	0.988378069674472	0.0116219303255283
"Bdis25.6"	34205	472	34677	0.986388672607204	0.0136113273927964
"Bdis25.7"	32213	326	32539	0.989981253265312	0.0100187467346876
"Bdis25.8"	31012	310	31322	0.990102803141562	0.00989719685843816
"Bdis25.9"	32544	355	32899	0.989209398461959	0.0107906015380407
"Bdis28.10"	35608	439	36047	0.987821455322218	0.0121785446777818
"Bdis28.11.1"	34548	295	34843	0.991533450047355	0.00846654995264472
"Bdis28.11"	38979	435	39414	0.988963312528543	0.0110366874714568
"Bdis28.12.1"	31816	265	32081	0.991739658988186	0.00826034101181385
"Bdis28.12"	37461	355	37816	0.990612439179183	0.00938756082081659
"Bdis28.13.1"	31140	291	31431	0.990741624510833	0.00925837548916675
"Bdis28.13"	36287	332	36619	0.990933668314263	0.00906633168573691
"Bdis28.14.1"	31906	277	32183	0.991392971444552	0.00860702855544853
"Bdis28.14"	37445	348	37793	0.990791945598391	0.00920805440160876
"Bdis28.15.1"	11688	117	11805	0.990088945362135	0.00991105463786531
"Bdis28.15"	19573	166	19739	0.991590252799027	0.00840974720097269
"Bdis28.16.1"	33036	272	33308	0.991833793683199	0.00816620631680077
"Bdis28.16"	38458	325	38783	0.99162003970812	0.00837996029188046
"Bdis28.17.1"	31288	265	31553	0.991601432510379	0.00839856748962064
"Bdis28.17"	36001	327	36328	0.990998678705131	0.00900132129486897
"Bdis28.18.1"	31095	258	31353	0.991771122380633	0.00822887761936657
"Bdis28.18"	34192	294	34486	0.991474801368671	0.00852519863132866
"Bdis28.19.1"	39186	436	39622	0.98899601231639	0.0110039876836101
"Bdis28.19"	34781	293	35074	0.991646233677368	0.00835376632263215
"Bdis28.1"	32969	361	33330	0.989168916891689	0.0108310831083108
"Bdis28.2"	36447	478	36925	0.987054840893703	0.0129451591062965
"Bdis28.3"	34850	419	35269	0.98811987864697	0.0118801213530296
"Bdis28.4"	32452	362	32814	0.98896812336198	0.0110318766380204
"Bdis28.5"	34243	328	34571	0.99051227907784	0.00948772092216019
"Bdis28.6"	33723	415	34138	0.987843458902103	0.0121565410978968
"Bdis28.7"	34589	381	34970	0.989104947097512	0.0108950529024878
"Bdis28.8"	34587	436	35023	0.987551037889387	0.012448962110613
"Bdis28.9"	34677	336	35013	0.990403564390369	0.00959643560963071
"Bdis31.11"	32485	375	32860	0.988587948874011	0.011412051125989
"Bdis31.12.1"	32029	299	32328	0.990751051719871	0.00924894828012868
"Bdis31.12"	33866	304	34170	0.99110330699444	0.00889669300556043
"Bdis31.13.1"	33157	329	33486	0.990174998506839	0.00982500149316132
"Bdis31.13"	36918	328	37246	0.991193685227944	0.00880631477205606
"Bdis31.14.1"	31621	267	31888	0.991626944305068	0.00837305569493226
"Bdis31.14"	36669	291	36960	0.992126623376623	0.00787337662337662
"Bdis31.15.1"	29825	305	30130	0.989877198805178	0.0101228011948224
"Bdis31.15"	35787	316	36103	0.991247264770241	0.0087527352297593
"Bdis31.16.1"	31398	268	31666	0.991536663929767	0.00846333607023306
"Bdis31.16"	36911	293	37204	0.992124502741641	0.00787549725835932
"Bdis31.17.1"	34357	325	34682	0.990629144801338	0.00937085519866213
"Bdis31.17"	38058	344	38402	0.991042133222228	0.00895786677777199
"Bdis31.18.1"	28674	257	28931	0.991116795133248	0.00888320486675193
"Bdis31.18"	32886	283	33169	0.99146793692906	0.00853206307093973
"Bdis31.19.1"	33947	289	34236	0.991558593293609	0.00844140670639093
"Bdis31.19"	38111	319	38430	0.991699193338538	0.0083008066614624
"Bdis31.1"	33430	2149	35579	0.939599201776329	0.0604007982236713
"Bdis31.20.1"	30491	283	30774	0.990803925391564	0.00919607460843569
"Bdis31.20"	33400	279	33679	0.991715906054218	0.00828409394578224
"Bdis31.2"	32058	343	32401	0.98941390697818	0.0105860930218203
"Bdis31.3"	32132	318	32450	0.99020030816641	0.00979969183359014
"Bdis31.4"	32533	333	32866	0.989867948639932	0.0101320513600682
"Bdis31.5"	32462	363	32825	0.988941355674029	0.0110586443259711
"Bdis31.6"	33104	359	33463	0.98927173295879	0.0107282670412097
"Bdis31.7"	32966	336	33302	0.989910515884932	0.0100894841150682
"Bdis31.8"	32148	351	32499	0.989199667682083	0.0108003323179175
"Bdis31.9"	34264	391	34655	0.98871735680277	0.0112826431972298
"Bdis32.10"	29542	277	29819	0.990710620745162	0.00928937925483752
"Bdis32.12.1"	31760	276	32036	0.991384692221251	0.00861530777874891
"Bdis32.12"	36214	323	36537	0.991159646385855	0.00884035361414457
"Bdis32.13"	29643	322	29965	0.989254129818121	0.0107458701818789
"Bdis32.14.1"	31645	243	31888	0.992379578524837	0.00762042147516307
"Bdis32.14"	36563	368	36931	0.990035471555062	0.00996452844493786
"Bdis32.15.1"	31828	276	32104	0.991402940443558	0.00859705955644157
"Bdis32.15"	35462	339	35801	0.990530990754448	0.0094690092455518
"Bdis32.17.1"	31814	284	32098	0.991152096703845	0.00884790329615552
"Bdis32.17"	39221	413	39634	0.989579653832568	0.010420346167432
"Bdis32.18.1"	30807	284	31091	0.990865523785018	0.00913447621498183
"Bdis32.2"	32095	343	32438	0.989425981873112	0.0105740181268882
"Bdis32.3"	31130	307	31437	0.990234437128225	0.0097655628717753
"Bdis32.4"	32071	345	32416	0.989357107601185	0.0106428923988154
"Bdis32.5"	31119	336	31455	0.989318073438245	0.0106819265617549
"Bdis32.6"	30406	305	30711	0.990068705024258	0.00993129497574159
"Bdis32.7"	34155	345	34500	0.99	0.01
"Bdis32.8"	31136	302	31438	0.990393790953623	0.009606209046377
"Bdis32.9"	30879	294	31173	0.990568761428159	0.00943123857184102
"Bdis402.1"	36487	32228	68715	0.530990322345922	0.469009677654078
"Bdis403.1"	18989	17920	36909	0.51448156276247	0.48551843723753
"Bei1"	11396	9082	20478	0.556499658169743	0.443500341830257
"Bei3.2"	19880	5989	25869	0.768487378715837	0.231512621284163
"Bei3"	16228	468	16696	0.971969333972209	0.0280306660277911
"Bel15.2"	15517	3035	18552	0.836405778352738	0.163594221647262
"Bel15"	12364	152	12516	0.987855544902525	0.0121444550974752
"Bel1"	35671	4660	40331	0.884456125560983	0.115543874439017
"Bel27"	34991	646	35637	0.98187277268008	0.0181272273199203
"Bel2"	35136	1235	36371	0.966044376013857	0.0339556239861428
"Bel8"	33177	3005	36182	0.916947653529379	0.0830523464706207
"Ben.1"	7882	6507	14389	0.547779553825839	0.452220446174161
"Ben.2"	31451	25556	57007	0.551704176680057	0.448295823319943
"Ben.3"	46303	29683	75986	0.609362250940963	0.390637749059037
"Ben.4"	32379	27591	59970	0.53991995997999	0.46008004002001
"Ben.5"	23727	21578	45305	0.523717029025494	0.476282970974506
"Ben.6"	31482	27172	58654	0.536740887237017	0.463259112762983
"Ben.7"	24521	22977	47498	0.516253315929092	0.483746684070908
"Ben.8"	25894	21599	47493	0.54521718990167	0.45478281009833
"Bis.1"	32454	397	32851	0.987915131959453	0.0120848680405467
"Bro1.1a"	30579	24685	55264	0.553325854082223	0.446674145917776
"Bro1.1b"	30369	23453	53822	0.564248820185054	0.435751179814946
"Bro1.2a"	30092	23588	53680	0.560581222056632	0.439418777943368
"Bro1.3a"	29488	23619	53107	0.555256369216864	0.444743630783136
"Bro1.3b"	29307	23894	53201	0.550873103889025	0.449126896110975
"Bro1.3c"	29628	24177	53805	0.550655143574017	0.449344856425983
"Bro2.1a"	31933	25139	57072	0.559521306419961	0.440478693580039
"Bro2.1b"	29098	24068	53166	0.547304668397096	0.452695331602904
"Bsta24.2"	34866	30448	65314	0.533821232813792	0.466178767186208
"CA1.30.1"	30105	307	30412	0.989905300539261	0.0100946994607392
"CA14.13.1"	24754	23884	48638	0.508943624326658	0.491056375673342
"CA16.16.2"	25172	23770	48942	0.514323076294389	0.485676923705611
"CA17.10.1"	26051	24646	50697	0.5138568357102	0.4861431642898
"CA17.4.2"	27286	25406	52692	0.517839520230775	0.482160479769225
"CA17.7.2"	24968	23843	48811	0.511524041711909	0.488475958288091
"CA3.22.2"	25607	24152	49759	0.514620470668623	0.485379529331377
"CA4.7.2"	25876	24072	49948	0.518058781132378	0.481941218867622
"CABVZ1.2"	31787	29076	60863	0.522271330693525	0.477728669306475
"CABVZ1.3"	38504	9533	48037	0.801548806128609	0.198451193871391
"CABVZ1.4"	11127	10985	22112	0.503210926193922	0.496789073806078
"CABVZ1.5"	30782	26993	57775	0.532790999567287	0.467209000432713
"CABVZ1.6"	31458	28300	59758	0.526423240402959	0.473576759597041
"CABVZ1.7"	34345	28519	62864	0.546338126749809	0.453661873250191
"CABVZ2.2"	33233	27482	60715	0.547360619286832	0.452639380713168
"CABVZ2.3"	35476	31170	66646	0.532305014554512	0.467694985445488
"CABVZ2.5"	32669	28953	61622	0.53015156924475	0.46984843075525
"CABVZ2.6"	35730	5826	41556	0.85980363846376	0.14019636153624
"CABVZ2.7"	31501	28057	59558	0.528912992377179	0.471087007622821
"CABVZ2.8"	33338	27425	60763	0.548656254628639	0.451343745371361
"CABVZ3.1"	33960	29221	63181	0.537503363352907	0.462496636647093
"CABVZ3.2"	31601	27874	59475	0.531332492643968	0.468667507356032
"CABVZ3.3"	33843	29829	63672	0.531520919713532	0.468479080286468
"CABVZ3.5"	40861	6234	47095	0.86762926000637	0.13237073999363
"CABVZ3.7"	33309	29040	62349	0.534234711061926	0.465765288938074
"CABVZ3.8"	35830	30504	66334	0.540145325172611	0.459854674827389
"CABVZ4.1"	21508	20598	42106	0.510806060893934	0.489193939106066
"CABVZ4.3"	32747	28901	61648	0.531193226057617	0.468806773942383
"CABVZ4.4"	38894	32362	71256	0.545834736723925	0.454165263276075
"CABVZ4.5"	25122	24025	49147	0.511160396361935	0.488839603638065
"CABVZ4.6"	9699	8832	18531	0.523393232960984	0.476606767039016
"CABVZ4.7"	34127	3870	37997	0.898149853935837	0.101850146064163
"CABVZ4.8"	32240	29452	61692	0.522596122673929	0.477403877326071
"CABVZ5.1"	24795	23124	47919	0.517435672697677	0.482564327302323
"CABVZ5.2"	38826	9874	48700	0.797248459958932	0.202751540041068
"CABVZ5.3"	31436	28836	60272	0.521568887709052	0.478431112290948
"CABVZ5.4"	26092	24141	50233	0.519419505106205	0.480580494893795
"CABVZ5.8"	33853	30674	64527	0.524633099322764	0.475366900677236
"CABVZ6.1"	34710	29339	64049	0.54192883573514	0.45807116426486
"CABVZ6.2"	33623	29704	63327	0.530942567941005	0.469057432058995
"CABVZ6.3"	30828	27603	58431	0.527596652461878	0.472403347538122
"CABVZ6.4"	32565	27887	60452	0.538691854694634	0.461308145305366
"CABVZ6.5"	30648	26830	57478	0.533212707470684	0.466787292529316
"CABVZ6.7"	33178	28217	61395	0.540402312891929	0.459597687108071
"CABVZ6.8"	36445	29911	66356	0.549234432455241	0.450765567544759
"CFW.3"	37705	8815	46520	0.810511607910576	0.189488392089424
"CFW.5"	36871	31145	68016	0.542093036932486	0.457906963067514
"CFW.8"	39412	33254	72666	0.542371948366499	0.457628051633501
"CFWA.1"	33734	7562	41296	0.816882991088725	0.183117008911275
"CFWA.2"	19920	15265	35185	0.566150348159727	0.433849651840273
"Ca1.10.1"	24603	23132	47735	0.51540798156489	0.484592018435111
"Ca1.11.1"	26348	25007	51355	0.513056177587382	0.486943822412618
"Ca1.12.2"	25795	24413	50208	0.513762746972594	0.486237253027406
"Ca1.13.2"	6954	6791	13745	0.50592942888323	0.49407057111677
"Ca1.2.1"	31562	27547	59109	0.533962679118239	0.466037320881761
"Ca1.3.2"	25536	24272	49808	0.512688724702859	0.487311275297141
"Ca1.4.1"	25015	23600	48615	0.514553121464569	0.485446878535431
"Ca1.6.2"	27690	26133	53823	0.514464076695836	0.485535923304164
"Ca1.9.2"	25837	23606	49443	0.522561333252432	0.477438666747568
"Ca10.1.2"	27010	23975	50985	0.529763655977248	0.470236344022752
"Ca10.10.1"	25847	22951	48798	0.529673347268331	0.470326652731669
"Ca10.13.2"	25653	23574	49227	0.521116460479005	0.478883539520995
"Ca10.3.2"	21499	20898	42397	0.507087765643796	0.492912234356204
"Ca10.4.2"	32916	28817	61733	0.53319942332302	0.46680057667698
"Ca10.6.1"	26706	24259	50965	0.524006671244972	0.475993328755028
"Ca10.7.2"	31877	7333	39210	0.812981382300434	0.187018617699566
"Ca10.8.1"	29729	315	30044	0.989515377446412	0.0104846225535881
"Ca10.8.2"	29716	25535	55251	0.53783641925033	0.46216358074967
"Ca10.9.1"	25437	23653	49090	0.518170706864942	0.481829293135058
"Ca11.1.2"	25166	23987	49153	0.511993164201575	0.488006835798425
"Ca11.12.1"	25330	24503	49833	0.508297714365982	0.491702285634018
"Ca11.14.1"	28617	835	29452	0.971648784462855	0.0283512155371452
"Ca11.14.2"	27806	24895	52701	0.527618071763344	0.472381928236656
"Ca11.16.1"	32159	27042	59201	0.543217175385551	0.456782824614449
"Ca11.19.1"	23976	22508	46484	0.515790379485414	0.484209620514586
"Ca11.20.2"	26682	23825	50507	0.528283208268161	0.471716791731839
"Ca11.3.1"	25429	23034	48463	0.524709572250996	0.475290427749004
"Ca11.32.1"	27700	25706	53406	0.518668314421601	0.481331685578399
"Ca11.4.1"	25916	24606	50522	0.512964649063774	0.487035350936226
"Ca11.4.2"	27576	2935	30511	0.90380518501524	0.0961948149847596
"Ca11.5.2"	26091	24468	50559	0.516050554797366	0.483949445202635
"Ca11.9.1"	26468	23608	50076	0.528556593977155	0.471443406022845
"Ca12.10.2"	23266	22696	45962	0.506200774552891	0.493799225447108
"Ca12.11.1"	25664	24306	49970	0.513588152891735	0.486411847108265
"Ca12.12.2"	25438	24315	49753	0.511285751612968	0.488714248387032
"Ca12.13.2"	24537	23705	48242	0.508623191409975	0.491376808590025
"Ca12.14.1"	26208	25231	51439	0.509496685394351	0.490503314605649
"Ca12.3.2"	24949	23972	48921	0.509985486805257	0.490014513194743
"Ca12.4.2"	26790	24964	51754	0.51764114851026	0.48235885148974
"Ca12.5.1"	21755	21049	42804	0.508246892813756	0.491753107186244
"Ca12.6.2"	24337	23503	47840	0.508716555183947	0.491283444816054
"Ca12.7.1"	25487	23398	48885	0.521366472333026	0.478633527666974
"Ca12.8.1"	24895	24108	49003	0.508030120604861	0.491969879395139
"Ca12.9.1"	22880	22162	45042	0.507970338794902	0.492029661205097
"Ca13.1.1"	24901	24121	49022	0.507955611766146	0.492044388233854
"Ca13.2.1"	28070	25125	53195	0.527681173042579	0.472318826957421
"Ca13.4.1"	25937	25366	51303	0.505564976707015	0.494435023292985
"Ca14.1.2"	32153	28573	60726	0.529476665678622	0.470523334321378
"Ca14.10.2"	25559	24156	49715	0.514110429447853	0.485889570552147
"Ca14.19.2"	27352	25938	53290	0.513267029461437	0.486732970538563
"Ca14.2.1"	28921	26507	55428	0.521775997690698	0.478224002309302
"Ca14.4.1"	26489	24928	51417	0.515179804344866	0.484820195655134
"Ca14.6.2"	33304	29556	62860	0.529812281259943	0.470187718740057
"Ca14.8.1"	27250	25261	52511	0.518938888994687	0.481061111005313
"Ca14.9.2"	33754	29579	63333	0.532960699793157	0.467039300206843
"Ca15.1.2"	6168	6237	12405	0.497218863361548	0.502781136638452
"Ca15.10.1"	26341	24285	50626	0.520305771737842	0.479694228262158
"Ca15.12.2"	27320	25833	53153	0.513987921660113	0.486012078339887
"Ca15.13.1"	32890	29081	61971	0.5307321166352	0.4692678833648
"Ca15.4.1"	25699	24017	49716	0.516916083353448	0.483083916646552
"Ca15.8.2"	25756	23814	49570	0.519588460762558	0.480411539237442
"Ca15.9.2"	26774	24736	51510	0.519782566491943	0.480217433508057
"Ca16.1.1"	28891	26628	55519	0.520380410309984	0.479619589690016
"Ca16.3.2"	7164	6834	13998	0.511787398199743	0.488212601800257
"Ca16.5.1"	27292	25851	53143	0.513557759253335	0.486442240746665
"Ca16.6.2"	30059	27451	57510	0.522674317509998	0.477325682490002
"Ca17.1.1"	26463	24574	51037	0.518506181789682	0.481493818210318
"Ca17.3.2"	22905	20865	43770	0.523303632625086	0.476696367374914
"Ca17.5.1"	24994	24136	49130	0.508731935680847	0.491268064319153
"Ca17.6.2"	25591	24651	50242	0.509354723140002	0.490645276859998
"Ca17.9.2"	25248	23680	48928	0.516023544800523	0.483976455199477
"Ca18.10.1"	25661	24246	49907	0.514176368044563	0.485823631955437
"Ca18.11.1"	24928	23213	48141	0.517812259820112	0.482187740179888
"Ca18.17.1"	6961	6538	13499	0.515667827246463	0.484332172753537
"Ca18.2.2"	26215	24055	50270	0.521483986473046	0.478516013526954
"Ca18.4.1"	5876	5587	11463	0.512605775102504	0.487394224897496
"Ca18.7.2"	25789	24096	49885	0.516969028766162	0.483030971233838
"Ca19.1.2"	24847	23950	48797	0.509191138799516	0.490808861200484
"Ca19.10.2"	25396	24206	49602	0.511995484053062	0.488004515946938
"Ca19.15.1"	24031	22740	46771	0.513801287122362	0.486198712877638
"Ca19.16.1"	25734	24694	50428	0.510311731577695	0.489688268422305
"Ca19.2.1"	27097	25502	52599	0.515161885206943	0.484838114793057
"Ca19.3.1"	25421	23956	49377	0.514834842132977	0.485165157867023
"Ca19.8.1"	9255	8662	17917	0.516548529329687	0.483451470670313
"Ca19.9.1"	26739	25055	51794	0.516256709271344	0.483743290728656
"Ca2.11.1"	25145	23499	48644	0.516918838911274	0.483081161088726
"Ca2.13.2"	26294	24727	51021	0.515356421865506	0.484643578134494
"Ca2.4.2"	22516	20309	42825	0.525767659077642	0.474232340922358
"Ca2.5.1"	26433	23919	50352	0.524964251668255	0.475035748331745
"Ca2.6.2"	26436	24629	51065	0.517693136198962	0.482306863801038
"Ca2.8.2"	33157	29226	62383	0.53150698106856	0.46849301893144
"Ca2.9.2"	5269	5230	10499	0.501857319744738	0.498142680255262
"Ca20.1.1"	28298	24494	52792	0.536028186088801	0.463971813911199
"Ca20.11.2"	26954	24159	51113	0.527341380862012	0.472658619137988
"Ca20.12.2"	27995	26632	54627	0.51247551577059	0.48752448422941
"Ca20.18.1"	25764	24035	49799	0.517359786341091	0.482640213658909
"Ca20.21.2"	26714	25484	52198	0.511782060615349	0.488217939384651
"Ca20.4.2"	22985	22423	45408	0.506188336856942	0.493811663143058
"Ca20.5.2"	24507	23260	47767	0.513052944501434	0.486947055498566
"Ca20.8.2"	26067	25008	51075	0.510367107195301	0.489632892804699
"Ca20.9.2"	26921	25013	51934	0.518369468941349	0.481630531058651
"Ca3.10.1"	22938	21150	44088	0.520277626565052	0.479722373434948
"Ca3.11.1"	25989	24207	50196	0.517750418360029	0.482249581639971
"Ca3.13.1"	24930	23002	47932	0.520111825085538	0.479888174914462
"Ca3.14.2"	24713	23519	48232	0.512377674572898	0.487622325427102
"Ca3.5.1"	25941	23764	49705	0.521899205311337	0.478100794688663
"Ca3.6.1"	27275	24260	51535	0.529251964684195	0.470748035315805
"Ca3.6.2"	24806	22977	47783	0.519138605780298	0.480861394219702
"Ca3.7.2"	26021	24092	50113	0.519246502903438	0.480753497096562
"Ca3.8.1"	25526	23870	49396	0.516762490889951	0.483237509110049
"Ca3.9.1"	26616	23888	50504	0.527007761761445	0.472992238238555
"Ca4.10.1"	31909	28516	60425	0.528076127430699	0.471923872569301
"Ca4.10.2"	29775	25966	55741	0.534166950718502	0.465833049281498
"Ca4.11.2"	26893	25053	51946	0.517710699572633	0.482289300427367
"Ca4.12.2"	27437	25633	53070	0.516996419822875	0.483003580177125
"Ca4.2.2"	25050	23883	48933	0.511924468150328	0.488075531849672
"Ca4.3.1"	21030	19956	40986	0.513102034841165	0.486897965158835
"Ca4.4.1"	24813	22941	47754	0.51960045231813	0.48039954768187
"Ca4.5.1"	25276	23434	48710	0.518907821802505	0.481092178197495
"Ca4.7.2"	25360	23858	49218	0.515258645211102	0.484741354788898
"Ca5.1.2"	24273	22717	46990	0.516556714194509	0.483443285805491
"Ca5.11.2"	24821	23242	48063	0.516426357073008	0.483573642926992
"Ca5.13.2"	25235	23598	48833	0.516761206561137	0.483238793438863
"Ca5.14.1"	24257	23621	47878	0.506641881448682	0.493358118551318
"Ca5.14.2"	26940	25144	52084	0.517241379310345	0.482758620689655
"Ca5.4.2"	25705	24003	49708	0.517119980687213	0.482880019312787
"Ca5.5.1"	25191	23707	48898	0.515174444762567	0.484825555237433
"Ca5.6.1"	5320	5217	10537	0.504887539147765	0.495112460852235
"Ca5.7.2"	24134	21828	45962	0.525085940559593	0.474914059440407
"Ca5.9.2"	24114	22587	46701	0.516348686323633	0.483651313676367
"Ca6.1.1"	29415	27158	56573	0.519947678221059	0.48005232177894
"Ca6.10.2"	7715	7242	14957	0.5158119943839	0.484188005616099
"Ca6.3.2"	27384	25635	53019	0.516494087025406	0.483505912974594
"Ca6.4.2"	29361	27607	56968	0.515394607498947	0.484605392501053
"Ca6.5.1"	28217	25101	53318	0.52922090100904	0.47077909899096
"Ca6.7.1"	8393	7422	15815	0.530698703762251	0.469301296237749
"Ca6.9.2"	6207	5920	12127	0.511833099694896	0.488166900305104
"Ca7.1.1"	25054	22668	47722	0.524998952265203	0.475001047734797
"Ca7.3.2"	24244	22926	47170	0.513970744117023	0.486029255882976
"Ca7.4.2"	25095	23524	48619	0.516156235216685	0.483843764783315
"Ca7.5.1"	24576	22984	47560	0.516736753574432	0.483263246425568
"Ca7.5.2"	29208	25536	54744	0.533537921964051	0.466462078035949
"Ca7.6.2"	27643	24545	52188	0.529681152755423	0.470318847244577
"Ca7.7.1"	28342	25467	53809	0.526714861826089	0.473285138173911
"Ca7.9.2"	16198	16383	32581	0.49716092200976	0.50283907799024
"Ca8.1.2"	33886	29960	63846	0.530745857218933	0.469254142781067
"Ca8.11.2"	25823	24629	50452	0.511833029414097	0.488166970585903
"Ca8.12.2"	24986	23789	48775	0.512270630445925	0.487729369554075
"Ca8.13.2"	34829	29767	64596	0.539181992693046	0.460818007306954
"Ca8.2.1"	25619	22963	48582	0.527335227038821	0.472664772961179
"Ca8.5.2"	29331	26061	55392	0.529516897746967	0.470483102253033
"Ca8.6.2"	33032	28908	61940	0.533290280917016	0.466709719082984
"Ca8.9.2"	24006	22819	46825	0.512674853176722	0.487325146823278
"Ca9.1.1"	27404	26128	53532	0.511918105058657	0.488081894941344
"Ca9.10.2"	27138	24677	51815	0.523747949435492	0.476252050564508
"Ca9.11.2"	29541	26651	56192	0.525715404328018	0.474284595671982
"Ca9.12.1"	32902	28430	61332	0.536457314289441	0.463542685710559
"Ca9.2.2"	25158	23801	48959	0.513858534692294	0.486141465307706
"Ca9.3.2"	23989	22833	46822	0.5123446243219	0.4876553756781
"Ca9.4.1"	24041	22660	46701	0.514785550630607	0.485214449369393
"Ca9.5.2"	24965	23878	48843	0.511127490121409	0.488872509878591
"Ca9.8.1"	26438	24897	51335	0.515009252946333	0.484990747053667
"Cas1"	35517	489	36006	0.986418930178304	0.0135810698216964
"Cas24"	33239	2226	35465	0.93723389257014	0.0627661074298604
"Cas3"	40079	24198	64277	0.623535634830499	0.376464365169501
"Cas8"	34032	1415	35447	0.960081248060485	0.0399187519395153
"Cel1"	34417	703	35120	0.97998291571754	0.0200170842824601
"Csb.1"	8353	5577	13930	0.599641062455133	0.400358937544867
"Csb.2"	33247	26998	60245	0.551863225163914	0.448136774836086
"Csb.3"	43855	27305	71160	0.616287240022485	0.383712759977515
"Csb.4"	34375	27613	61988	0.554542814738336	0.445457185261664
"Csb.5"	31653	27371	59024	0.53627338031987	0.46372661968013
"Csb.6"	25107	22963	48070	0.52230081131683	0.47769918868317
"Csb.7"	31336	27704	59040	0.530758807588076	0.469241192411924
"Csb.8"	32633	27737	60370	0.540549942024184	0.459450057975816
"Csj.1"	13099	10204	23303	0.562116465691113	0.437883534308887
"Csj.2"	24572	19516	44088	0.557339865723099	0.442660134276901
"Csj.3"	24678	19702	44380	0.55606128886886	0.44393871113114
"Csj.4"	24442	20192	44634	0.54760944571403	0.45239055428597
"Csj.5"	19710	16528	36238	0.543904188972901	0.456095811027099
"Csj.6"	25013	21029	46042	0.543264845141393	0.456735154858607
"Csj.7"	25326	20752	46078	0.549633230608967	0.450366769391033
"Csj.8"	33916	29010	62926	0.538982296665925	0.461017703334075
"Cu1.4"	40426	26589	67015	0.603238081026636	0.396761918973364
"Cu1.6"	30833	1130	31963	0.964646622657448	0.0353533773425523
"Cu2.6"	32845	492	33337	0.985241623421424	0.0147583765785764
"Cu3.5"	11623	2092	13715	0.847466277798031	0.152533722201969
"Cu4.6"	35279	2606	37885	0.931212881087502	0.0687871189124983
"Cu5.5"	41155	26348	67503	0.609676606965616	0.390323393034384
"DLS.1"	19967	17888	37855	0.527460044908202	0.472539955091798
"DLS.2"	28670	26701	55371	0.517780065377183	0.482219934622817
"DLS.3"	28510	25852	54362	0.524447224163938	0.475552775836062
